CONT,ID,SEGMENT,DENSITY,X,Y,LAT,LONG
94,125,1,6,-0.167498084,0.496514404,0.644525855,-0.150524937
94,125,1,0,-0.167533576,0.496709273,0.644748866,-0.150481323
94,125,1,6,-0.167761535,0.496680909,0.644710075,-0.150234054
94,125,1,6,-0.168108085,0.496537255,0.644535546,-0.149860742
94,125,1,6,-0.168761164,0.496434612,0.644399779,-0.149152929
94,125,1,5,-0.169708323,0.49614918,0.644045862,-0.148129982
94,125,1,2,-0.170457755,0.496120719,0.643992536,-0.14731549
94,125,1,6,-0.170776941,0.496191688,0.644065259,-0.146966424
94,125,1,6,-0.17105725,0.496396761,0.644293136,-0.146656128
94,125,1,4,-0.171256361,0.496456412,0.644356166,-0.146437962
94,125,1,6,-0.171514892,0.496454229,0.644346485,-0.14615678
94,125,1,6,-0.171944583,0.496561644,0.644457978,-0.145686516
94,125,1,6,-0.172650271,0.496498601,0.644365849,-0.144920501
94,125,1,4,-0.172894631,0.496529874,0.644394952,-0.144653848
94,125,1,6,-0.173143253,0.496751065,0.644642191,-0.144377519
94,125,1,6,-0.173425945,0.496854994,0.644753713,-0.144067224
94,125,1,6,-0.173608981,0.497023949,0.644942781,-0.143863607
94,125,1,2,-0.173826193,0.497071447,0.644991272,-0.143626034
94,125,1,6,-0.174488843,0.496762938,0.644617971,-0.142913377
94,125,1,3,-0.176850756,0.495871934,0.643527141,-0.1403681
94,125,1,5,-0.177475219,0.495853758,0.643488369,-0.139689361
94,125,1,4,-0.178370865,0.495508879,0.643066561,-0.138724591
94,125,1,2,-0.179519205,0.495575814,0.643110185,-0.137473772
94,125,1,5,-0.18058273,0.49582234,0.643362299,-0.136310219
94,125,1,2,-0.181168283,0.496107429,0.643672589,-0.135665417
94,125,1,4,-0.181215396,0.496357634,0.643958618,-0.135607225
94,125,1,6,-0.180925388,0.496544351,0.644181633,-0.135917506
94,125,1,4,-0.18089215,0.496623678,0.644273754,-0.135951462
94,125,1,6,-0.181106746,0.496772598,0.644438589,-0.135713894
94,125,1,4,-0.181183262,0.496917976,0.644603415,-0.135626622
94,125,1,5,-0.180724618,0.497602164,0.645403373,-0.136106602
94,125,1,6,-0.180695767,0.497685742,0.645500322,-0.136135677
